Product_Name,Rating,No_Of_Ratings,Specifications,Price,Original_Price,Discount,Page
"Samsung Galaxy F06 5G (Lit Violet, 64 GB)",4.2,"38,028 Ratings & 2,243 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹9,999","₹12,499",20% off,4
"realme C61 (Safari Green, 64 GB)",4.3,"40,868 Ratings & 1,318 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹7,249","₹8,999",19% off,4
"POCO M7 5G (Ocean Blue, 128 GB)",4.1,"70,470 Ratings & 3,269 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹9,999","₹12,999",23% off,4
"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Breeze Blue, 128 GB)",4.5,"81,016 Ratings & 6,010 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹13,999","₹16,999",17% off,4
"realme P3 Lite 5G Charger in the Box (Purple Blossom, 128 GB)",4.4,"10,295 Ratings & 417 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,749","₹13,999",16% off,4
"vivo T4x 5G (Glacial Teal, 128 GB)",4.4,"1,48,345 Ratings & 7,016 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,"₹16,499","₹19,499",15% off,4
"POCO M7 Pro 5G (Lavender Frost, 128 GB)",4.3,"34,877 Ratings & 2,523 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,499","₹18,999",28% off,4
"realme P3x 5G (Midnight Blue, 128 GB)",4.4,"22,949 Ratings & 950 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹13,999","₹17,999",22% off,4
"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 128 GB)",4.5,"73,405 Ratings & 4,402 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 2MP | 16MP Front Camera7000 mAh BatterySnapdragon 6 Gen 4 Processor80W SUPERVOOC Charger1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,"₹19,999","₹22,999",13% off,4
"POCO F7 5G (Frost White, 512 GB)",4.4,"19,286 Ratings & 1,876 Reviews","12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera | 20MP Front Camera7550 mAh Li-Polymer + Silicon Carbon Battery8s Gen 4 ProcessorRear Camera -50MP Main Camera -8MP Ultra-wide Camera with night mode and ultra-wide video recordingFront camera -20MP with Portrait Mode | | Front Video Recording | Night ModeDisplay -6.83 inch 1.5K pOLED with 120 Hz refresh rateBattery 7550mAh, 90W charger, 22.5W reverse charging1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","₹33,999","₹37,999",10% off,4
"POCO M7 5G (Satin Black, 128 GB)",4.3,"15,304 Ratings & 742 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999","₹13,999",21% off,4
"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",4.2,"38,028 Ratings & 2,243 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹9,999","₹12,499",20% off,4
"CMF by Nothing Phone 2 Pro (White, 256 GB)",4.4,"65,644 Ratings & 4,533 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,"₹20,999","₹24,999",16% off,4
"vivo T4 Pro 5G (Blaze Gold, 256 GB)",4.5,"12,488 Ratings & 793 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 2MP + 50MP | 32MP Front Camera6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹29,999","₹34,999",14% off,4
"vivo T4 5G (Emerald Blaze, 256 GB)",4.5,"90,515 Ratings & 4,081 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera7300 mAh BatterySnapdragon 7s Gen 3 5G Processor1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,"₹24,999","₹27,999",10% off,4
"realme P4 5G (Engine Blue, 128 GB)",4.4,"17,938 Ratings & 1,144 Reviews",6 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,999","₹20,999",14% off,4
"POCO X7 Pro 5G (Yellow, 256 GB)",4.3,"16,224 Ratings & 1,708 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹21,999","₹31,999",31% off,4
"realme Narzo 80 Lite 4G (Obsidian Black, 128 GB)",4.3,"1,239 Ratings & 66 Reviews",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) HD+ Display13MP Rear Camera6300 mAh Battery1 year brand Warranty,"₹8,765","₹10,999",20% off,4
"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",4.3,"20,446 Ratings & 902 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹14,999","₹16,999",11% off,4
"CMF by Nothing Phone 2 Pro (Black, 256 GB)",4.4,"65,644 Ratings & 4,533 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,"₹20,999","₹24,999",16% off,4
"realme P3x 5G (Stellar Pink, 128 GB)",4.4,"69,374 Ratings & 2,637 Reviews",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,999","₹16,999",23% off,4
"realme C71 (Obsidian Black, 64 GB)",4.3,677 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹7,524","₹8,999",16% off,4
"vivo T4x 5G (Pronto Purple, 128 GB)",4.4,"1,48,345 Ratings & 7,016 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,"₹16,499","₹19,499",15% off,4
"REDMI A4 (Starry Black, 128 GB)",4.3,"13,353 Ratings & 566 Reviews",4 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,"₹9,299","₹11,999",22% off,4
"Ai+ Pulse (Purple, 128 GB)",4,"4,818 Ratings & 303 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹6,999","₹9,999",30% off,5
"MOTOROLA g06 power (Tapestry, 64 GB)",4.3,"3,685 Ratings & 252 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹7,999","₹9,999",20% off,5
"realme Narzo 80 Lite 4G (Beach Gold, 64 GB)",4.3,"1,850 Ratings & 75 Reviews",4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) HD+ Display13MP Rear Camera6300 mAh Battery1 year brand Warranty,"₹7,791","₹8,999",13% off,5
"MOTOROLA g06 power (Pantone Laurel Oak, 64 GB)",4.3,"3,685 Ratings & 252 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹7,999","₹9,999",20% off,5
"MOTOROLA Edge 60 Stylus (PANTONE Surf the Web, 256 GB)",4.3,"13,941 Ratings & 1,019 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Mobile Processor Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,999","₹28,999",27% off,5
"CMF by Nothing Phone 2 Pro (Light Green, 128 GB)",4.4,"65,644 Ratings & 4,533 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,"₹18,999","₹22,999",17% off,5
"realme 14 Pro+ 5G (Emerald Drift, 256 GB)",4.4,"17,514 Ratings & 2,044 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹24,999","₹35,999",30% off,5
"realme P3x 5G (Midnight Blue, 128 GB)",4.4,"69,374 Ratings & 2,637 Reviews",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,998","₹16,999",23% off,5
"POCO M7 Plus 5G (Chrome Silver, 128 GB)",4.3,"3,364 Ratings & 193 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹14,999","₹17,999",16% off,5
"IQOO Z10X 5G (Ultramarine, 256 GB)",4.4,"4,695 Ratings & 221 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera6500 mAh Battery1 Year on Handset and 6 Months on Accessories,"₹18,490","₹20,499",9% off,5
"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)",4.3,"13,240 Ratings & 1,089 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹33,999","₹40,999",17% off,5
"POCO M7 Plus 5G (Carbon Black, 128 GB)",4.3,"3,364 Ratings & 193 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹14,999","₹17,999",16% off,5
"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)",4.4,"6,402 Ratings & 265 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,999","₹12,999",7% off,5
"vivo T4x 5G (Glacial Teal, 256 GB)",4.4,"1,48,345 Ratings & 7,016 Reviews",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,"₹18,499","₹20,999",11% off,5
"realme Narzo 80 Lite 4G (Beach Gold, 128 GB)",4.3,"1,239 Ratings & 66 Reviews",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) HD+ Display13MP Rear Camera6300 mAh Battery1 year brand Warranty,"₹8,802","₹10,999",19% off,5
"Infinix Note 50s 5G+ (Titanium Grey, 128 GB)",4.4,"9,498 Ratings & 599 Reviews",6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Warranty for Handset and 6 Months Warranty for Accessories,"₹17,999","₹19,999",10% off,5
"REDMI 15 5G (Midnight Black, 256 GB)",4.3,"2,540 Ratings & 130 Reviews",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹18,320","₹19,999",8% off,5
"Ai+ Pulse (Purple, 64 GB)",4.3,"40,425 Ratings & 2,483 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹6,499","₹7,999",18% off,5
"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)",4.4,"54,305 Ratings & 1,701 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,999","₹14,999",13% off,5
"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 128 GB)",4.5,"73,405 Ratings & 4,402 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 2MP | 16MP Front Camera7000 mAh BatterySnapdragon 6 Gen 4 Processor80W SUPERVOOC Charger1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,"₹19,999","₹22,999",13% off,5
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)",4.3,"5,811 Ratings & 228 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display32MP Rear Camera6000 mAh Battery1 Year Warranty,"₹12,179","₹14,999",18% off,5
"vivo T4R 5G (Twilight Blue, 256 GB)",4.5,"4,569 Ratings & 217 Reviews",12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera5700 mAh BatteryDimensity 7400 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹24,999","₹26,999",7% off,5
"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 256 GB)",4.5,"73,405 Ratings & 4,402 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 2MP | 16MP Front Camera7000 mAh BatterySnapdragon 6 Gen 4 Processor80W SUPERVOOC Charger1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,"₹21,999","₹24,999",12% off,5
"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",4.4,"21,071 Ratings & 1,619 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,499","₹15,999",21% off,5
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)",4.3,668 Ratings & 34 Reviews,4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty,"₹12,899","₹13,999",7% off,6
"realme P3x 5G (Stellar Pink, 128 GB)",4.4,"22,949 Ratings & 950 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹13,999","₹17,999",22% off,6
"POCO M6 Plus 5G (Ice Silver, 128 GB)",4.2,"17,662 Ratings & 1,022 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,135","₹17,999",32% off,6
"POCO M7 5G (Satin Black, 128 GB)",4.1,"70,470 Ratings & 3,269 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹9,999","₹12,999",23% off,6
"POCO M7 Pro 5G (Lavender Frost, 128 GB)",4.3,"34,877 Ratings & 2,523 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,499","₹18,999",28% off,6
"Samsung M06 5G (Blazing Black, 128 GB)",4.1,968 Ratings & 61 Reviews,4 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,490","₹13,999",25% off,6
"MOTOROLA g06 power (Pantone Tendril, 64 GB)",4.3,"3,685 Ratings & 252 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera7000 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹7,999","₹9,999",20% off,6
"MOTOROLA G96 5G (Pantone Cattleya Orchid, 256 GB)",4.4,"79,957 Ratings & 4,017 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5500 mAh Battery7s Gen 2 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹19,999","₹22,999",13% off,6
"MOTOROLA Edge 60 Stylus (PANTONE Surf the Web, 256 GB)",4.3,"13,941 Ratings & 1,019 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Mobile Processor Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,999","₹28,999",27% off,6
"Ai+ Pulse (Black, 64 GB)",4.3,"40,425 Ratings & 2,483 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹6,499","₹7,999",18% off,6
"Motorola G85 5G (Olive Green, 128 GB)",4.4,"2,57,702 Ratings & 12,739 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,"₹15,999","₹20,999",23% off,6
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",4.4,"1,13,807 Ratings & 5,910 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹22,999","₹25,999",11% off,6
"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB)",4.3,"1,850 Ratings & 75 Reviews",4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) HD+ Display13MP Rear Camera6300 mAh Battery1 year brand Warranty,"₹7,699","₹8,999",14% off,6
"POCO M7 5G (Mint Green, 128 GB)",4.3,"15,304 Ratings & 742 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999","₹13,999",21% off,6
"POCO C75 5G (Enchanted Green, 64 GB)",4.2,"1,44,935 Ratings & 6,395 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹8,499","₹10,999",22% off,6
"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",4.5,"73,405 Ratings & 4,402 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 2MP | 16MP Front Camera7000 mAh BatterySnapdragon 6 Gen 4 Processor80W SUPERVOOC Charger1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,"₹21,999","₹24,999",12% off,6
